,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
557,okay mm hmm mm buh bum did you ever have a cat,p358p359-part1_ch2_465.825310_479.418040_q14_F_T,13.59272109,76.20019301,530.542329,208.7027714,48.297885,205.0794229,248.0805266,0.250737463,25.75977236,77.4143195,61.83227894,13.68863255,44.892341,0.020277901,0.084904001,14.0451227,0.882825442,12,0,TRUE,1,358,359,358,English,Female,3.2984,-0.8739,0.8884,0.1348,-0.1067,0.0916,-0.734,-1.667,-0.698,0.5991,-0.3241,0.8969,-1.3088,-0.1798,0.0588,-0.0602,-1.7264,12,101.6,128.6,13,4.8,5,-1.8,0.6,0,0.6,-1.24,0,2.1,101.6,0,0,1,0,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0,0.25,0,0,0.083333333,0.083333333,0,0.08,0.92,0.34,0.66
558,haha oh my god that's must m-,p552p553-part1_ch2_351.606625_354.818656_q12_F_T,3.212040816,93.77605377,269.9650553,187.8714129,31.65219517,182.6363855,212.5516782,0.342767296,28.57178544,78.43902225,66.43773602,14.85406687,54.2986502,0.021615733,0.095185723,11.72222482,2.179299828,7,0,TRUE,1,552,553,552,English,Female,0.1856,-0.464,-0.6247,-0.2674,-0.5679,-0.3204,-0.8093,-1.2146,-0.4419,0.7194,0.2626,1.1835,-0.4428,-0.0735,0.3411,-0.6071,-0.8439,7,106.67,133.7,8,2.8,2.5,0.3,6.24,1,6.24,-2.55,0,0.1,106.67,0,0,1,0.08333333,0.166666667,0.083333333,0,0,0,0,0.083333333,0,0,0.083333333,0,0,0.083333333,0,0,0.09,0.91,0.43,0.57
559,uh why did you end it,p516p517-part2_ch1_151.518806_152.832557_q14_T_F,1.313741497,93.77123623,116.964965,107.7076168,4.296484766,107.7974434,120.5654362,0.8828125,28.09840073,75.6821629,69.53575344,7.595548106,68.97195478,0.014833067,0.069151905,19.17984136,4.567108534,6,1,FALSE,1,516,517,517,English,Male,-0.4318,0.0669,-1.1477,-0.4354,-1.0512,-0.2344,-0.7194,1.6547,-0.3914,0.4679,0.7011,-0.6983,0.9715,-1.2327,-0.9339,1.7186,0.7495,6,116.15,140.7,6,2.4,2,-6,0.3,0,0.3,-5.36,0,-1.5,116.15,0,0,1,0,0.333333333,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0.72,0.28,0.62,0.38
560,for all of high school,p202p203-part2_ch1_372.690376_374.114376_q14_F_F,1.42399093,160.7697962,361.8761262,228.0617583,67.92183568,208.4308103,443.5307725,0.467625899,44.85584875,85.08264521,77.36691165,12.41713029,70.92962255,0.01408348,0.069792114,14.04069463,3.51125832,5,1,FALSE,1,202,203,203,English,Female,-0.3506,1.0985,-0.091,0.5086,0.437,0.1532,-0.3195,-0.6007,1.0409,1.4994,1.6549,0.5842,1.0883,-0.6717,-0.3562,-0.0612,0.0628,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0.2,0.87,0.13,0.55,0.45
561,mm lucky,p450p451-part2_ch1_226.287234_227.407234_q8_T_T,1.12,80.10211988,164.1098848,130.4403365,19.7096748,128.9948966,333.3700739,0.366972477,23.95204847,67.13409685,56.66161971,12.55467659,47.60115796,0.06397738,0.103225307,8.361914305,1.785714286,2,0,TRUE,1,450,451,451,English,Male,-0.4899,-0.2519,-0.8739,0.0035,-0.6241,0.1547,-0.2681,-0.8813,-0.7689,-0.5358,-0.9389,0.5212,-0.996,2.6703,0.0017,-0.8285,-1.1439,2,120.21,144.8,2,0.8,0,-4,0.1,0,0.1,-10.31,0,-3.1,120.21,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0.14,0.86,0.50,0.50
562,um for what,p554p555-part2_ch1_391.599635_393.389489_q13_F_F,1.789863946,87.30430877,235.1584157,185.2074054,23.97045711,185.6076402,227.189866,0.588571429,23.28913358,65.62827792,58.30576014,14.14037371,55.14559622,0.010909838,0.042455914,20.57652521,1.676105051,3,1,FALSE,1,554,555,555,English,Female,-0.2409,-0.6149,-0.8268,-0.3188,-0.7807,-0.2658,-0.7783,-0.0061,-0.9229,-0.7847,-0.7733,1.008,-0.3649,-0.9237,-1.1068,1.4777,-1.1864,3,119.19,143.8,3,1.2,0.5,-5.9,0.15,0,0.15,-8.18,0,-2.7,119.19,0,0,1,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0.87,0.13,0.51,0.49
563,uh ha ha was it a bad fight,p488p489-part1_ch2_181.694370_186.325670_q12_F_T,4.631292517,142.7662545,414.2662598,210.0835908,55.01724383,193.0874634,227.1417211,0.247826087,26.30229349,73.44117739,62.16118507,15.58848677,32.49888823,0.026565476,0.082266382,15.01916508,1.727379553,8,0,TRUE,1,488,489,488,English,Female,0.6112,0.6786,0.2132,0.1614,0.0795,-0.1285,-0.7784,-1.6814,-0.6486,0.1326,-0.2822,1.3641,-2.4499,0.3196,-0.0136,0.1692,-1.1515,8,114.12,138.7,8,3.2,3,-5.8,0.4,0,0.4,-5.16,0,-0.8,114.12,0,0,1,0,0.125,0.125,0.125,0,0,0,0.125,0,0,0.125,0,0,0,0,0,0.16,0.84,0.31,0.69
564,okay do you know where,p238p239-part1_ch2_740.436470_741.316470_q18_T_T,0.88,112.6125432,228.248249,138.3851635,30.78545465,125.2760946,268.5438464,0.517647059,37.71628243,74.30731015,68.83967417,11.47160545,66.65089965,0.033728624,0.072963678,8.405295603,5.681818182,5,0,TRUE,1,238,239,238,English,Male,-0.5619,0.5064,-0.5015,0.1569,-0.3172,0.0865,-0.4055,-0.1406,0.4844,0.3065,0.6124,0.2549,0.7578,0.268,-0.8293,-0.8183,1.5083,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0.2,0.2,0.25,0.75,0.53,0.47
565,so when did your ex-girlfriend keep the cat or did you keep the cat,p564p565-part1_ch2_1445.621798_1449.373386_q22_F_T,3.751587302,102.6174859,286.8627611,214.7341886,38.7415435,224.6412939,401.4907869,0.577956989,25.42604268,73.27909137,63.37931642,12.49099088,58.83266547,0.017730682,0.076079514,16.04736193,3.731753755,14,0,TRUE,1,564,565,564,English,Female,0.3474,-0.2578,-0.5266,0.2512,-0.3715,0.4508,-0.4086,-0.0583,-0.7283,0.1136,-0.127,0.6024,-0.0254,-0.382,-0.1835,0.4113,0.2129,14,99.57,126.6,16,5.6,7,3.8,5.46,1,5.46,4.11,0,2.9,99.57,0,1,1,0,0.142857143,0,0.142857143,0.214285714,0,0.071428571,0,0,0,0,0,0,0.142857143,0.071428571,0,0.41,0.59,0.41,0.59
566,yeah,p310p311-part2_ch1_380.165050_380.425050_q8_F_T,0.26,110.8135411,273.4050275,161.096097,63.55648459,116.4439178,1383.571319,0.434782609,48.33961823,62.01666279,58.42098876,3.600314098,57.54749393,0.02527793,0.180558316,5.709597098,3.846153846,1,0,TRUE,1,310,311,311,English,Female,-0.6996,-0.0666,-0.6047,-0.7844,0.3161,-1.5356,1.6743,-0.7622,1.3581,-1.2088,-0.7586,-1.5838,-0.1437,0.2173,2.6854,-2.0228,0.2908,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.92,0.53,0.47
567,gotcha alright uh i guess this is the last question did you were you a pretty good student in high school,p426p427-part1_ch2_621.880820_632.132530_q20_F_T,10.25170068,69.10085782,576.3234564,161.0283774,58.36512334,166.5127244,231.5318081,0.389432485,25.37155913,79.31415099,67.48376579,17.49594579,47.83435993,0.018940862,0.069878842,16.65085876,2.04844061,21,0,TRUE,1,426,427,426,English,Male,2.2483,-0.5085,1.5197,0.5941,0.4469,0.8435,-0.484,-0.7709,-0.6397,0.8943,0.4397,1.7363,-0.9745,-0.9064,-0.914,1.1232,-0.965,21,84,113.4,25,8.4,10.5,8.1,6.18,2,6.18,6.21,0,6.8,84,0.142857143,0,1,0.04761905,0.19047619,0.047619048,0.095238095,0,0.047619048,0,0.142857143,0,0,0.047619048,0,0,0.095238095,0.142857143,0.095238095,0.13,0.87,0.29,0.71
568,um have you ever broken a bone,p206p207-part2_ch1_88.924060_90.535020_q18_T_T,1.610952381,116.4771465,473.2382169,143.6564873,38.3879737,136.8135246,625.1983794,0.848101266,44.95133718,74.30095385,68.84676986,6.568139277,67.59462094,0.018831506,0.095340824,15.04456575,4.34525569,7,0,TRUE,1,206,207,207,English,Male,-0.3427,0.5965,0.9211,0.2587,-0.1066,0.2983,0.3509,1.4841,1.1432,0.3057,0.6133,-0.9509,0.8447,-0.9151,-0.2148,0.7449,0.5985,7,89.75,121.7,9,2.8,2.5,-1.9,0.35,0,0.35,-0.06,0,2.5,89.75,0,0,1,0,0.142857143,0,0.142857143,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0.142857143,0.142857143,0,0.48,0.52,0.54,0.46
569,um um have you ever gotten in trouble with the police,p358p359-part1_ch2_398.800250_405.673640_q10_T_T,6.873378685,101.5337249,600.0355075,228.1936297,52.40287316,221.9500369,176.3413736,0.288011696,34.22244665,91.12885954,76.50849853,17.37415353,54.60854795,0.012044835,0.048760744,17.64325336,1.600377413,11,0,TRUE,1,358,359,358,English,Female,1.2835,-0.2831,1.292,0.5111,0.007,0.4014,-0.8861,-1.4838,0.0726,2.2093,1.5455,1.8032,-0.4143,-0.8336,-0.9337,0.787,-1.238,11,77.23,111.6,15,4.4,4.5,2.5,5.62,1,5.62,4.21,0,5.2,77.23,0.090909091,0,1,0,0.090909091,0,0.090909091,0,0,0,0.272727273,0,0,0.181818182,0,0,0.090909091,0.181818182,0.090909091,0.24,0.76,0.37,0.63
570,so oh di- did they meet in college or something,p350p351-part1_ch2_234.176430_238.016430_q4_T_F,3.84,74.2675122,586.4803913,198.8821268,92.0284239,224.3202786,965.2316117,0.582677165,19.30241503,75.22612628,66.29517306,13.73103149,60.11784863,0.016422553,0.066583992,13.85017188,2.604166667,10,1,FALSE,1,350,351,350,English,Female,0.3739,-0.919,1.2133,-0.0548,1.105,0.4449,0.787,-0.0351,-1.286,0.3422,0.2445,0.9073,0.0929,-0.4859,-0.4443,-0.1061,-0.5546,10,95.17,124.7,12,4,4,1.5,0.5,0,0.5,2.7,0,2.5,95.17,0.181818182,0,1,0,0.181818182,0.090909091,0,0.181818182,0,0,0.090909091,0,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0.090909091,0.92,0.08,0.42,0.58
571,no twitter account um,p458p459-part2_ch1_765.070090_766.540090_q9_T_T,1.47,80.62601119,109.3132578,94.01960223,6.94694357,94.66892495,103.6623027,0.451388889,26.51330352,72.03424097,64.54263958,11.89411888,58.75865013,0.03224963,0.092355876,12.98015583,2.721088435,4,0,TRUE,1,458,459,459,English,Male,-0.385,-0.2397,-1.1921,-0.6996,-0.9777,-0.4755,-0.7553,-0.4663,-0.5357,0.0396,0.065,0.3588,0.0312,0.1505,-0.2968,0.2589,-0.5071,4,75.88,112.8,6,1.6,1,1.8,7.78,1,7.78,2.9,0,3.7,75.88,0.5,0,1,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0.09,0.91,0.49,0.51
572,um not even a quiz or anything,p452p453-part1_ch2_1427.116780_1429.932600_q24_T_T,2.815827664,77.94101805,551.1433099,113.6144886,52.85928464,105.9340849,502.2156719,0.528776978,26.82855712,71.1607461,63.47909622,13.65069278,58.53713452,0.029274072,0.081487986,15.31637578,2.485947591,7,0,TRUE,1,452,453,452,English,Male,0.0186,-0.3023,1.3735,-0.3213,0.2944,-0.2686,0.0901,-0.0858,-0.507,-0.063,-0.0705,0.7907,0.0108,-0.0858,-0.5952,0.8089,-0.6672,7,106.67,133.7,8,2.8,2.5,-1.9,0.35,0,0.35,-0.06,0,0.1,106.67,0.142857143,0,1,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0.142857143,0,0,0,0,0,0.52,0.48,0.48,0.52
573,so even in high school you had a roommate and that,p458p459-part2_ch1_249.290130_251.578660_q12_F_F,2.288526077,75.19713285,596.2050895,107.7927256,86.54764744,89.83662721,918.2967175,0.604444444,27.58551281,74.24855231,66.09287824,11.55952888,62.59424187,0.024432404,0.111597601,11.49347312,4.806587135,11,1,FALSE,1,458,459,459,English,Male,-0.1395,-0.3663,1.6352,-0.4337,1.2278,-0.5642,0.9725,0.2862,-0.4381,0.2996,0.2625,0.2765,0.3843,-0.4703,0.2316,-0.0912,0.9125,11,102.61,129.6,12,4.4,4.5,1.2,5.62,1,5.62,2.65,0,1.7,102.61,0.090909091,0,1,0,0.181818182,0.090909091,0.090909091,0.181818182,0.090909091,0,0.181818182,0,0,0,0.090909091,0,0,0.272727273,0.272727273,0.8,0.2,0.42,0.58
574,do you play,p346p347-part1_ch2_382.551490_383.941260_q19_T_T,1.389773243,83.89188715,221.3541395,147.2981564,52.39680565,117.4318088,381.9201022,0.303703704,37.54795969,69.60881141,61.33470979,5.49266312,59.2148656,0.049561312,0.091876819,5.115845142,2.158625528,3,0,TRUE,1,346,347,346,English,Female,-0.3609,-0.6945,-0.907,-1.0507,0.0069,-1.5175,-0.4501,-1.4066,0.3755,-0.3174,-0.3874,-1.1185,0.0098,2.1459,0.2503,-2.1626,-0.8579,3,119.19,143.8,3,1.2,0.5,-5.9,0.15,0,0.15,-8.18,0,-2.7,119.19,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.27,0.73,0.54,0.46
575,and wh- which bone did you break,p344p345-part2_ch1_33.560320_35.036860_q6_T_F,1.476530612,75.51733177,269.7982772,147.507352,54.85977453,110.5411985,462.1021549,0.506944444,26.22050461,69.07763949,60.94426864,10.04926583,56.22749829,0.028925066,0.09834052,9.701551763,4.740843124,7,1,FALSE,1,344,345,345,English,Female,-0.3348,-0.8898,-0.6257,-1.0467,0.0751,-1.644,-0.2801,-0.4074,-0.656,-0.3797,-0.4372,0.002,-0.2653,0.507,0.4277,-1.0829,0.8999,7,115.13,139.7,7,2.8,2.5,-0.6,0.35,0,0.35,0.76,0,-1.2,115.13,0,0,1,0,0.25,0.125,0,0.125,0,0.125,0,0.125,0,0,0,0,0,0.125,0,0.74,0.26,0.43,0.57
576,oh yeah my brother loves those things,p276p277-part2_ch1_998.302590_1000.632680_q17_F_T,2.330090703,88.84215672,142.8702298,114.8051625,11.55786762,112.8787074,161.4462802,0.639130435,39.05449111,78.44775563,69.98785601,9.976857513,65.13905822,0.019643017,0.058801502,14.34051565,3.004174898,7,0,TRUE,1,276,277,277,English,Male,-0.1271,-0.048,-0.9973,-0.2983,-0.85,-0.1412,-0.6327,0.4567,0.6063,0.7926,0.7587,-0.1127,0.6186,-0.8507,-1.2181,0.5792,-0.3144,7,106.67,133.7,8,2.8,2.5,2.9,0.35,0,0.35,5.75,0,0.1,106.67,0.142857143,0,1,0.14285714,0.428571429,0.285714286,0,0,0,0,0.285714286,0.142857143,0,0.142857143,0.285714286,0,0.142857143,0,0,0.18,0.82,0.57,0.43
577,have you ever watched a pet or a person,p562p563-part1_ch2_387.158720_389.384730_q21_T_T,2.22600907,75.87061494,284.3068031,226.7604073,58.14930618,237.5337079,504.1340189,0.598173516,31.73817763,86.11534606,69.9490316,9.276149642,64.23999036,0.0177229,0.075675084,16.6326824,4.04311021,9,0,TRUE,1,562,563,562,English,Female,-0.1101,-0.8816,-0.5414,0.4834,0.1663,0.6875,-0.1909,0.0411,-0.1536,1.6207,0.7099,-0.1881,0.4724,-0.3827,-0.1946,0.5491,0.4249,9,96.18,125.7,11,3.6,3.5,-0.8,0.45,0,0.45,0.9,0,2.1,96.18,0.111111111,0,1,0,0.111111111,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0.19,0.81,0.50,0.50
578,ok um did you ever cheat on a test in high school,p266p267-part1_ch2_157.230870_169.299350_q23_F_T,12.06848073,94.89490795,542.4095974,136.1224082,88.93655476,112.4019012,245.0061934,0.158769742,20.11489136,74.45246689,60.17766268,15.28330584,32.9133765,0.023712781,0.091313479,14.35390333,0.994325655,12,0,TRUE,1,266,267,266,English,Male,2.7931,0.0931,1.3228,0.1132,1.294,-0.1499,-0.4555,-1.9049,-1.1184,0.3235,-0.491,1.1922,-2.3482,-0.5275,-0.3254,0.5823,-1.6826,12,101.6,128.6,13,4.8,5,-0.6,0.6,0,0.6,0.22,0,2.1,101.6,0,0,1,0,0.083333333,0,0.083333333,0,0.083333333,0,0.166666667,0,0,0.083333333,0,0.083333333,0,0.333333333,0.25,0.1,0.9,0.25,0.75
579,what was the first thing you bought,p372p373-part2_ch1_800.327340_802.717340_q10_F_T,2.39,78.04702803,274.2322167,213.8993949,41.64582615,221.7852024,293.2738634,0.406779661,25.0244815,69.74487854,60.80847886,14.50242699,51.34327831,0.016850696,0.055817912,16.43605432,2.928870293,7,0,TRUE,1,372,373,373,English,Female,-0.0609,-0.8308,-0.5999,0.2351,-0.291,0.3983,-0.6381,-0.8999,-0.7649,-0.3014,-0.4545,1.097,-0.7149,-0.4519,-0.7399,0.5028,-0.3336,7,115.13,139.7,7,2.8,2.5,1.6,0.35,0,0.35,4.07,0,-1.2,115.13,0,0,1,0,0.428571429,0.285714286,0.142857143,0,0,0.142857143,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0,0.07,0.93,0.46,0.54
580,how did you break your finger,p452p453-part1_ch2_284.287190_285.207190_q6_F_T,0.92,89.72602501,380.2211581,127.8555343,65.78311489,112.9851377,854.8241054,0.707865169,34.84619831,61.83936741,56.23673725,6.296816414,54.2867023,0.024582793,0.108405979,11.01027627,6.52173913,6,0,TRUE,1,452,453,452,English,Male,-0.5499,-0.0274,0.381,-0.0464,0.6525,-0.1392,0.8379,0.7946,0.2231,-1.1574,-0.9931,-1.0176,-0.3805,-0.4584,0.1439,-0.205,2.0801,6,99.23,128.7,7,2.4,2,0.4,0.3,0,0.3,2.37,0,0.9,99.23,0,0,1,0,0.333333333,0,0,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,0,0.166666667,0,0.4,0.6,0.38,0.62
581,okay,p458p459-part2_ch1_693.795630_694.229850_q4_T_T,0.434217687,92.28837986,542.697503,270.8894348,210.2536408,107.0305887,3144.75746,0.425,43.94351153,70.04090914,63.02301218,6.577701981,58.96790354,0.049036152,0.297835853,7.210386311,2.302992323,1,0,TRUE,1,458,459,459,English,Male,-0.6956,0.0323,1.3245,2.7152,4.6554,-0.2485,5.6947,-0.596,1.0515,-0.1945,-0.1286,-0.9485,0.0505,1.4837,5.3455,-1.0997,-0.7917,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.88,0.08,0.92
582,why not,p438p439-part1_ch2_918.637480_919.167230_q10_F_T,0.529750567,111.9855036,214.4089198,167.3120464,25.36706014,177.5734875,388.6407551,0.755102041,47.04596603,77.68297838,72.81419381,9.600366569,71.72536762,0.017530622,0.067764929,13.78481356,3.775361698,2,0,TRUE,1,438,439,438,English,Male,-0.6669,0.4917,-0.5819,0.7154,-0.4673,1.0466,-0.1508,1.0269,1.334,0.7028,1.1187,-0.2053,1.225,-1.0184,-0.972,0.4483,0.2106,2,120.21,144.8,2,0.8,0,-6.4,0.1,0,0.1,-13.21,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.26,0.74,0.64,0.36
583,amen,p502p503-part2_ch1_607.949218_608.624256_q7_T_T,0.675034014,84.15554277,139.4821521,106.9965489,15.87257196,105.9269761,273.9565527,0.78125,29.59829924,69.98418759,65.08381322,10.26502685,64.89685087,0.02581509,0.080579893,15.58174398,1.481406833,1,0,TRUE,1,502,503,503,English,Male,-0.6234,-0.1574,-1.017,-0.4491,-0.7304,-0.2688,-0.3941,1.1554,-0.2548,-0.2011,0.134,-0.0418,0.5963,-0.3605,-0.6201,0.8714,-1.351,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.69,0.61,0.39
584,cool and who was the last person you physically fought,p522p523-part2_ch1_579.553070_581.951210_q11_F_T,2.39814059,75.56887997,559.0821176,126.8292423,123.4135158,91.77503784,302.6809213,0.279661017,26.09010335,74.95196508,64.78031522,15.28789117,55.13666274,0.035513167,0.116816341,7.987078477,4.169897313,10,0,TRUE,1,522,523,523,English,Male,-0.1067,-0.3576,1.4196,-0.0662,2.2493,-0.5286,-0.3331,-1.3106,-0.5743,0.3822,0.0953,1.1933,-0.3022,0.4097,0.3749,-0.9168,0.4791,10,78.25,112.7,14,8,5,4.8,5.71,1,5.71,7.34,0,4.8,78.25,0.1,1,1,0,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0.1,0,0.08,0.92,0.28,0.72
585,no pardon,p278p279-part1_ch2_153.001300_155.791300_q7_F_T,2.79,123.2101541,234.9928111,165.4601788,38.03548258,150.5771298,132.7527969,0.152173913,24.32617444,72.99020681,58.32946268,12.00192131,36.131391,0.037887495,0.10012345,15.86417772,0.716845878,2,0,TRUE,1,278,279,278,English,Male,0.0108,0.7535,-0.4623,0.6797,-0.1163,0.551,-0.6936,-1.9374,-0.7349,0.1518,-0.7265,0.3853,-2.052,0.5983,-0.0835,0.9379,-1.8715,2,77.91,114.8,3,0.8,0,-1.7,0.1,0,0.1,-7.41,0,2.9,77.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.96,0.31,0.69
586,spicy food,p360p361-part2_ch1_492.647620_493.407620_q3_T_T,0.76,75.43736815,511.0832993,184.5464292,81.46342031,185.8091629,1755.623025,0.630136986,44.47449345,71.01378644,66.4184337,5.961698088,65.1177449,0.02609304,0.108960704,13.42705647,2.631578947,2,0,TRUE,1,360,361,361,English,Female,-0.5497,-0.8917,0.7754,-0.3316,0.8122,-0.2621,2.4634,0.1982,1.0062,-0.1524,0.2602,-1.0032,0.5532,0.2821,0.7194,-0.2057,-0.536,2,120.21,144.8,2,0.8,0,0.8,0.1,0,0.1,-4.51,0,-3.1,120.21,0,0,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.06,0.94,0.50,0.50
587,for what,p448p449-part2_ch1_402.616199_403.003667_q6_F_T,0.387460317,84.05074935,114.6840284,97.84310585,8.546185735,100.0484374,134.6782875,0.8,44.32324781,62.10679393,58.753491,3.502749421,58.69557884,0.021565025,0.086197599,10.56431638,5.161818927,2,0,TRUE,1,448,449,449,English,Male,-0.7096,-0.1598,-1.161,-0.6258,-0.9334,-0.3767,-0.6895,1.2476,1.086,-1.126,-0.6725,-1.7047,0.0254,-0.698,-0.4659,-0.31,1.1544,2,120.21,144.8,2,0.8,0,-4,0.1,0,0.1,-10.31,0,-3.1,120.21,0,0,1,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.05,0.95,0.53,0.47
588,have your parents divorced,p344p345-part1_ch2_84.618350_86.384170_q23_F_T,1.765827664,194.4515909,281.3163254,228.5362822,20.59472291,226.9088489,327.3354072,0.462427746,23.92343314,82.90625627,68.7781633,16.23340935,62.40426469,0.016049509,0.053262352,15.87200651,2.265226715,4,0,TRUE,1,344,345,344,English,Female,-0.2481,1.8841,-0.5588,0.5177,-0.8743,0.4924,-0.5659,-0.6263,-0.8652,1.2439,0.5608,1.5227,0.3034,-0.5156,-0.8101,0.37,-0.7854,4,75.88,112.8,6,1.6,1,7.7,11.73,2,11.73,10.15,0,3.7,75.88,0.5,0,1,0,0.25,0,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0,0,0.49,0.51,0.41,0.59
589,um and have ever stayed overnight in a hospital as a patient,p278p279-part2_ch1_224.393630_235.317470_q7_T_F,10.9238322,75.60334953,586.8202949,207.6940671,53.302713,208.9349771,292.6404014,0.381083563,22.18067323,63.87667199,53.7733275,13.59774288,41.13244775,0.013913257,0.047975268,20.00796988,1.098515592,12,1,FALSE,1,278,279,279,English,Female,2.4981,-0.8878,1.2152,0.1153,0.032,0.1624,-0.6395,-1.0262,-1.0239,-0.9904,-1.3507,0.8746,-1.655,-0.6852,-0.9552,1.3438,-1.5796,12,84.68,116.6,16,4.8,6,3.8,5.55,1,5.55,5.5,0,4.4,84.68,0.25,1,1,0,0,0,0.166666667,0.166666667,0.083333333,0,0,0.083333333,0.083333333,0.083333333,0,0,0.083333333,0.25,0.166666667,0.86,0.14,0.25,0.75
590,why is that,p276p277-part2_ch1_961.209000_961.993810_q15_F_F,0.784807256,97.93755603,131.6632559,106.9139262,7.559385652,104.815292,136.323442,0.453333333,24.7717216,73.3560801,66.04731915,15.13314413,57.27130099,0.019795362,0.108700374,12.01036073,3.822594626,3,1,FALSE,1,276,277,277,English,Male,-0.5905,0.1641,-1.0624,-0.4507,-0.9607,-0.2892,-0.686,-0.4567,-0.6943,0.1948,0.2567,1.1553,-0.1057,-0.8386,0.152,0.0305,0.2427,3,119.19,143.8,3,1.2,0.5,-5.9,0.15,0,0.15,-8.18,0,-2.7,119.19,0,0,1,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0.79,0.21,0.53,0.47
591,why is that,p300p301-part2_ch1_501.682880_502.181000_q18_F_F,0.498117914,168.4802526,242.848814,212.707034,17.0037421,215.0784151,542.5188003,0.652173913,29.3425851,76.78732302,72.10276368,14.29910261,71.80459054,0.023455099,0.074685713,12.87261255,6.022670369,3,1,FALSE,1,300,301,301,English,Female,-0.6282,1.2784,-0.7822,0.2121,-0.9738,0.2752,-0.1095,0.3066,-0.3717,0.5255,0.9843,1.047,1.1689,0.0726,-0.2218,-0.3362,1.7724,3,119.19,143.8,3,1.2,0.5,-5.9,0.15,0,0.15,-8.18,0,-2.7,119.19,0,0,1,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0.85,0.15,0.49,0.51
592,do you currently own a tennis racket,p442p443-part1_ch2_366.360800_368.530800_q18_T_T,2.17,84.74065376,161.365307,111.1765794,10.60205493,110.2233134,218.2339939,0.713615023,23.72644259,67.79460566,61.18305802,11.51393809,59.24606525,0.020950489,0.075415034,14.86067352,3.225806452,7,0,TRUE,1,442,443,442,English,Male,-0.1751,-0.1437,-0.8899,-0.3684,-0.8764,-0.1899,-0.5123,0.8229,-0.7895,-0.4582,-0.363,0.2653,0.0761,-0.7468,-0.7619,0.7016,-0.1635,7,64.37,103.7,11,8.51,3.5,2.3,8.5,2,8.5,4.94,0,6,64.37,0.142857143,1,1,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,0.142857143,0,0.11,0.89,0.35,0.65
