,X,Filename,text,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,Trust,Pid1,Pid2,ER_Pid,ER_gender,ER_language,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,freq_long_word,freq_complex_word,reading_ease,Polysyllable_count,sent_count,fernandez_huertta,syble,gunning,inse,difficult,dale,automated,coleman,smog,kincaid,flesch,Conj,Negate,Interrog,Cause,Bio,Health,nonflu,Differ,Money
849,1898,p482p483-part1_ch2_182.097530_183.737530_q15_T_T,uh who do you more love,1.64,85.24803621,562.6252323,228.7569765,69.38819507,228.6808897,1047.502567,0.664596273,35.52348607,81.75047834,76.24085353,14.34696183,74.90956403,0.017734797,0.049213447,19.12451023,3.658536585,6,TRUE,482,483,482,Female,Mandarin,-0.438,-0.7094,0.837,0.3898,0.4426,0.469,1.1049,0.4317,0.2147,1.2407,1.8831,0.9245,1.5404,-0.2967,-0.7178,0.9143,0.8033,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-4.4,-3.44,0,-1.5,116.15,0,0,0.166666667,0,0.166666667,0,0.166666667,0,0
850,1899,p382p383-part1_ch2_552.758680_554.261830_q24_F_T,re really hahaha,1.503151927,141.4514599,352.8852892,256.1859364,48.78813807,254.3500411,429.2976411,0.571428571,40.22480705,81.20432296,70.37510658,10.57990958,66.47640118,0.015276812,0.084141352,17.76532231,1.995806242,3,TRUE,382,383,382,Female,Mandarin,-0.4749,0.639,-0.3632,0.9236,-0.1502,0.9543,-0.3158,-0.054,0.6839,1.1558,0.8354,-0.0456,0.6341,-0.479,0.3568,0.5871,-0.5957,3,0,9.05,9.21,2,1,65.8,7,14.53,2.5,1,9.05,2.1,1.52,0,12.7,9.21,0,0,0,0,0,0,0,0.333333333,0
851,1901,p458p459-part1_ch2_552.683750_553.356050_q10_T_F,uh why,0.672290249,90.57455729,111.4577914,101.6184539,4.839556011,101.8225852,182.8573467,0.90625,54.02315439,72.50286389,67.9603767,3.808108052,66.37479015,0.024158267,0.069049793,12.95313598,2.974905559,2,FALSE,458,459,458,Male,Mandarin,-0.8015,-0.0944,-1.4108,-0.6889,-1.2092,-0.4521,-0.6096,1.9888,2.0877,-0.1565,0.5028,-1.7974,0.8041,-0.5177,-0.7661,0.0567,0.1964,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-8.8,-16.11,0,-3.1,120.21,0,0,0.5,0.5,0,0,0.5,0,0
852,1902,p428p429-part2_ch1_464.442610_467.572610_q11_F_F,mm then how are oh kay so you read with your computer,3.13,85.13606644,349.7626348,214.516653,61.06516207,205.2904734,585.1629467,0.780645161,32.03604845,70.48180375,64.41151587,7.663345538,63.76665578,0.016123412,0.052086484,17.68130722,3.833865815,12,FALSE,428,429,429,Female,Mandarin,-0.0372,-0.7121,-0.381,0.1127,0.2031,0.0267,0.0424,1.0366,-0.1334,-0.5103,-0.2297,-0.7966,0.3429,-0.4162,-0.6294,0.5668,0.9509,12,0.083333333,5.55,93.14,1,1,122.6,14,8.13,6,1,5.55,1.1,2.13,0,3.3,93.14,0.25,0,0.083333333,0.083333333,0,0,0.166666667,0,0
853,1903,p380p381-part2_ch1_181.262030_182.472030_q22_F_T,now or,1.21,221.8145523,414.2971783,262.3711586,56.79944013,234.3011688,588.1098009,0.64957265,34.82373516,82.50558144,76.2737905,16.37702371,75.92176522,0.013996937,0.064082163,19.879983,1.652892562,2,TRUE,380,381,381,Female,Mandarin,-0.5537,2.567,-0.0118,1.044,0.0803,0.5752,0.0492,0.3533,0.1448,1.358,1.8889,1.4472,1.6492,-0.5739,-0.2603,1.0962,-0.8843,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-8.8,-16.11,0,-3.1,120.21,0.5,0,0,0,0,0,0,0.5,0
854,1905,p546p547-part1_ch2_314.258061_317.308061_q19_F_T,okay so do you like sports or,3.05,97.73288614,151.4050916,116.4541024,14.17445253,110.8358766,64.52454093,0.264900662,24.36445941,73.91747508,63.48860856,16.76492213,37.31949657,0.021333001,0.089922681,11.22336941,2.295081967,7,TRUE,546,547,546,Male,Mandarin,-0.1618,0.0774,-1.1822,-0.4001,-0.9406,-0.2817,-0.8816,-1.3542,-0.8724,0.0633,-0.2959,1.5391,-2.3183,-0.7272,-0.124,-0.3598,-0.3756,7,0,0.35,115.13,0,1,139.7,7,2.8,2.5,0,0.35,-2.5,-0.87,0,-1.2,115.13,0.285714286,0,0,0,0,0,0,0.142857143,0
855,1906,p366p367-part1_ch2_722.173620_732.453620_q11_F_F,really do you have ipad do you have kindle do you have m p three which can w- which you can read a book from,10.28,109.2953532,488.6431093,133.5957793,30.26179842,130.8072577,164.3620998,0.287804878,16.76437854,82.00208734,59.13464986,13.35258187,48.4041455,0.04284694,0.085215201,12.1194613,2.431906615,25,FALSE,366,367,366,Male,Mandarin,1.7835,0.3548,0.7475,-0.0665,-0.4776,0.0959,-0.6521,-1.2348,-1.6309,1.3195,-1.0735,0.6604,-1.1271,0.8681,-0.2688,-0.144,-0.2605,25,0,1.87,88.4,1,1,115.4,28,10,13.5,1,1.87,6.9,2.27,0,7.1,88.4,0,0,0.076923077,0,0,0,0,0.038461538,0
856,1908,p360p361-part1_ch2_640.249470_641.967350_q17_F_F,uh wh- what is that about,1.717891156,77.7729365,237.2054585,152.4335436,43.18579047,156.6380624,445.8322716,0.363095238,34.20108523,74.98052362,67.74936648,12.26611467,62.08255203,0.043469324,0.07482861,7.408723313,3.492654338,6,FALSE,360,361,360,Male,Mandarin,-0.5202,-0.4015,-0.6913,0.3001,-0.1057,0.5843,-0.0053,-0.8424,0.1093,0.2285,0.4651,0.3807,0.3429,0.9143,-0.5884,-1.2782,0.6321,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-2.8,-2.46,0,-1.5,116.15,0,0,0.142857143,0,0,0,0.142857143,0,0
857,1909,p410p411-part1_ch2_2597.195190_2601.545190_q22_F_F,really uh what kind of cat could you specify it,4.35,116.2345738,597.9775933,161.5646851,42.68999007,154.9162436,345.816982,0.587962963,31.98277481,83.31573435,74.63975479,13.46638653,69.8559331,0.016161873,0.064712949,17.37735928,2.298850575,10,FALSE,410,411,410,Male,Mandarin,0.188,0.5213,1.3731,0.4778,-0.12,0.5517,-0.2352,0.3297,-0.1121,1.5236,1.6957,0.6897,1.1782,-1.1106,-0.8996,1.1219,-0.3724,10,0.1,5.71,78.25,2,1,112.7,14,8,6,1,5.71,1.5,3.28,0,4.8,78.25,0,0,0.1,0,0,0,0.1,0.1,0
858,1910,p320p321-part2_ch1_395.621730_397.311730_q7_T_T,mm what about medicines,1.69,104.250864,238.5613463,181.4751959,54.17814318,219.1562697,473.5043393,0.680722892,29.20700145,61.42062616,53.55170848,5.526610597,51.86983119,0.029123523,0.149345969,10.03032208,2.366863905,4,TRUE,320,321,321,Female,Mandarin,-0.4246,-0.2535,-1.0173,-0.5304,0.0049,0.2889,-0.2142,0.5157,-0.4157,-1.9182,-2.1692,-1.3468,-0.9356,0.5478,2.3627,-1.2752,-0.2835,4,0.25,0.2,118.18,0,1,142.8,4,1.6,1,0,0.2,4.1,5.8,0,-2.3,118.18,0,0,0.25,0,0.25,0.25,0.25,0,0
859,1912,p544p545-part1_ch2_639.630760_641.050760_q24_F_T,not not a single one,1.42,79.02695232,168.9004274,117.9441431,13.00635187,117.0108063,235.9486242,0.54676259,31.23537846,73.74756716,66.85792457,11.07735111,63.80248664,0.026198842,0.082193769,11.02343826,3.521126761,5,TRUE,544,545,544,Male,Mandarin,-0.6003,-0.3714,-1.0821,-0.3711,-0.9742,-0.1649,-0.4876,0.115,-0.1867,0.0369,0.3059,0.0745,0.5277,-0.3664,-0.3618,-0.4079,0.656,5,0,0.25,100.24,0,1,129.8,6,2,1.5,0,0.25,-4,-3.17,0,0.5,100.24,0,0.4,0,0,0,0,0,0.4,0
860,1913,p512p513-part2_ch1_683.519014_687.460287_q3_F_T,um is she busy in her work,3.941269841,78.81837931,238.2682078,178.8036238,31.22612842,181.7737482,268.7558018,0.450127877,21.13244999,75.94453826,67.15680036,18.28432114,60.39960466,0.029185059,0.06912984,15.42883533,1.776077326,7,TRUE,512,513,513,Female,Mandarin,0.1811,-0.8637,-1.019,-0.5824,-0.6556,-0.4179,-0.6847,-0.6863,-1.2216,0.3385,0.2606,1.9384,-0.019,0.5524,-0.105,0.0245,-0.7806,7,0,0.35,115.13,0,1,139.7,7,2.8,2.5,0,0.35,-4.6,-3.37,0,-1.2,115.13,0,0,0,0,0,0,0.142857143,0,0
861,1916,p386p387-part1_ch2_77.265440_78.764180_q7_F_F,"[""so what's your favorite food""]",1.498730159,137.8827134,387.4010541,198.9189671,46.71131749,192.0658197,562.8396094,0.561643836,39.25295614,71.71678629,65.0657163,8.979380151,61.77008185,0.025374312,0.083125122,12.17571884,3.336157594,5,FALSE,386,387,386,Female,Mandarin,-0.476,0.5533,-0.1657,-0.1909,-0.21,-0.2233,-0.0089,-0.105,0.5869,-0.3184,-0.1128,-0.4577,0.1283,0.2698,0.3255,-0.7587,0.5321,5,0.2,0.25,100.24,0,1,129.8,6,2,1.5,0,0.25,3.7,4.96,0,0.5,100.24,0.2,0,0.2,0,0.2,0,0,0,0
862,1921,p382p383-part2_ch1_30.895630_32.115630_q7_T_T,"[""you don't have any allergies""]",1.22,162.8173671,588.489238,257.0166295,142.2362448,192.0173935,703.1258738,0.779661017,42.36267018,70.77940648,65.81692343,7.208094089,66.03391371,0.032148092,0.125369576,15.23688622,4.098360656,5,TRUE,382,383,383,Female,Mandarin,-0.551,1.1516,0.985,0.9398,2.5389,-0.2242,0.3135,1.0314,0.8973,-0.4641,0.0213,-0.9138,0.5865,0.7721,1.6251,-0.0217,1.1734,5,0.2,7.04,83.32,1,1,117.8,7,10,2.5,1,7.04,3.7,4.96,0,2.9,83.32,0,0.2,0,0,0.2,0.2,0,0,0
863,1923,p528p529-part2_ch1_109.942208_111.352541_q3_F_T,um in what company,1.410340136,92.364488,206.2893176,167.7343495,22.52904296,172.2620426,377.7459454,0.688405797,40.73254215,75.98530312,66.46853108,7.141399531,64.79242303,0.030407922,0.07696164,16.72854071,2.836195254,4,TRUE,528,529,529,Female,Mandarin,-0.4998,-0.5387,-1.202,-0.7978,-0.9059,-0.5977,-0.4342,0.5558,0.7346,0.3449,0.1377,-0.931,0.4531,0.643,0.1359,0.3374,0.1114,4,0.25,0.2,75.88,1,1,112.8,6,1.6,2,0,0.2,-1.9,-1.46,0,3.7,75.88,0,0,0.25,0,0,0,0.25,0,0
864,1924,p380p381-part2_ch1_141.901320_142.921320_q19_F_T,you never play tennis,1.02,198.587669,568.3571412,235.8047064,53.13966934,220.1459187,1206.648319,0.626262626,54.56327769,89.79555488,77.84128085,7.106261054,75.15095015,0.015853133,0.075119347,15.9293723,3.921568627,4,TRUE,380,381,381,Female,Mandarin,-0.6048,2.0097,0.8698,0.527,-0.025,0.3076,1.4706,0.2318,2.1149,2.4907,2.1689,-0.9401,1.5663,-0.4362,0.0792,0.145,1.0247,4,0,0.2,75.88,0,1,112.8,6,1.6,1,0,0.2,1.8,2.9,0,3.7,75.88,0,0.25,0,0,0,0,0,0,0
865,1930,p528p529-part2_ch1_549.788413_550.368413_q6_F_T,ok,0.58,76.49131394,226.2226196,139.9654794,37.50465404,156.4189541,545.7044598,0.685185185,38.1667567,66.9227877,60.90530813,7.148621855,58.90812786,0.065754146,0.141850386,8.939228831,1.724137931,1,TRUE,528,529,529,Female,Mandarin,-0.7232,-0.9195,-1.088,-1.3382,-0.4749,-0.8973,-0.0483,0.539,0.4785,-1.0633,-0.8559,-0.9291,-0.1792,3.264,2.1321,-1.5379,-0.8243,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-11.6,-33.81,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
866,1931,p378p379-part2_ch1_261.914570_262.559290_q10_T_F,never,0.644716553,82.5723496,163.7226934,110.0755679,28.79281549,95.00114523,302.2876761,0.68852459,42.88998108,69.69164447,65.92436563,6.916135976,65.09784753,0.036627781,0.098044916,12.58076105,1.551069218,1,FALSE,378,379,379,Male,Mandarin,-0.8089,-0.2863,-1.1117,-0.5243,-0.5199,-0.581,-0.3352,0.8539,0.9765,-0.5933,0.1392,-0.997,0.6669,0.407,0.1259,-0.033,-1.0016,1,0,0.05,36.62,0,1,85.8,2,0.4,-0.5,0,0.05,2.6,-16.41,0,8.4,36.62,0,1,0,0,0,0,0,0,0
867,1933,p466p467-part1_ch2_282.375500_283.875500_q9_T_T,post a message on twitter,1.5,75.44580797,565.728508,209.6209489,69.55353181,198.2409156,976.5923921,0.673469388,38.86272857,65.26445343,57.72191546,5.633821816,55.79042944,0.021364798,0.098730991,11.50804452,3.333333333,5,TRUE,466,467,466,Female,Mandarin,-0.4757,-0.9446,0.8547,0.0174,0.4474,-0.1065,0.942,0.4779,0.548,-1.321,-1.4244,-1.3192,-0.5143,-0.0275,0.8056,-0.9194,0.5297,5,0.4,7.04,83.32,0,1,117.8,7,2,1.5,1,7.04,0.9,2.64,0,2.9,83.32,0,0,0,0,0,0,0,0,0
868,1935,p262p263-part1_ch2_72.867070_78.290690_q4_F_T,uh and so they work together or separate,5.423628118,75.70403701,563.8411243,218.4389745,69.23736514,200.7469446,423.3363108,0.630797774,29.01362355,82.75025596,74.62435654,12.42066547,69.69868289,0.016178479,0.038637055,20.18372623,1.475027385,8,TRUE,262,263,262,Female,Mandarin,0.5799,-0.9384,0.8439,0.189,0.4383,-0.0592,-0.3295,0.2555,-0.435,1.396,1.5944,0.4285,0.9804,-0.4121,-1.0431,1.1693,-1.0339,8,0.25,0.4,71.82,2,1,108.7,12,3.2,5,0,0.4,2,4.31,0,5.2,71.82,0.375,0,0,0,0,0,0.125,0.25,0
869,1939,p366p367-part2_ch1_276.538170_277.548170_q3_T_T,a civil servant,1.01,209.0350754,570.372312,250.4960885,65.73356241,229.3597249,626.0104782,0.663265306,47.27936999,73.58379701,65.7222818,7.518326013,62.5461575,0.015450036,0.05453496,18.94721859,2.97029703,3,TRUE,366,367,367,Female,Mandarin,-0.6075,2.2604,0.8813,0.8129,0.3374,0.4818,0.1363,0.4247,1.388,-0.0283,0.0044,-0.8339,0.2117,-0.4661,-0.554,0.8716,0.2242,3,0.333333333,9.05,59.97,0,1,101.8,5,1.2,0.5,1,9.05,0.5,-0.46,0,5.6,59.97,0,0,0,0,0,0,0,0,0
870,1940,p430p431-part1_ch2_448.821070_451.771070_q21_F_F,and what did you do with psychology after you came out of college,2.95,88.92252139,131.0425832,111.8909736,7.787112742,112.897931,152.5959759,0.489726027,36.39397625,77.82031537,69.14627839,8.113591038,66.19699438,0.029459423,0.100314153,11.07377507,4.406779661,13,FALSE,430,431,430,Male,Mandarin,-0.1887,-0.134,-1.2987,-0.489,-1.1244,-0.2427,-0.6792,-0.1823,0.3282,0.6697,0.7146,-0.6887,0.785,-0.1246,0.1957,-0.3958,1.4012,13,0.153846154,5.5,75.2,1,1,109.6,18,8.28,6.5,1,5.5,4.3,5.5,0,6,75.2,0.076923077,0,0.076923077,0,0,0,0,0,0
871,1941,p504p505-part1_ch2_102.503360_104.343360_q4_T_T,mmmm post card,1.84,80.75985206,285.2860805,228.9296168,27.02376169,227.6572834,334.0241188,0.491712707,42.14882058,80.73729261,72.78076156,7.026323409,70.10646269,0.016829366,0.047473056,16.01359489,1.630434783,3,TRUE,504,505,504,Female,Mandarin,-0.3842,-0.8171,-0.75,0.3932,-0.7765,0.4496,-0.5347,-0.4695,0.8759,1.0832,1.2651,-0.9606,1.0242,-0.3638,-0.7713,0.1653,-0.9032,3,0,9.05,93.81,0,1,125.8,4,1.2,0.5,1,9.05,-1.2,-2.38,0,0.9,93.81,0,0,0,0,0,0,0.333333333,0,0
872,1943,p508p509-part1_ch2_544.804260_546.144260_q2_F_T,fifteen years,1.34,120.3982801,590.8950171,189.2932753,102.1724183,173.0922344,920.6343345,0.458015267,38.35562302,75.67702044,67.87103194,8.787170483,63.65751247,0.027991905,0.052967012,14.41540354,1.492537313,2,TRUE,508,509,508,Male,Mandarin,-0.6218,0.6212,1.3326,1.0174,1.5918,0.8954,1.0858,-0.3476,0.524,0.3367,0.4868,-0.5152,0.5121,-0.2334,-1.2609,0.4088,-1.0509,2,0.5,0.1,77.91,0,1,114.8,3,0.8,0,0,0.1,7.8,4.2,0,2.9,77.91,0,0,0,0,0,0,0,0,0
873,1948,p424p425-part2_ch1_336.227170_355.916470_q5_F_F,hm um so have you bought anything on ebay before,19.68929705,76.84538869,580.4910448,140.6854603,51.23910939,141.9038354,75.46626768,0.126208651,27.45429237,81.17418819,66.87365858,14.21879681,40.32179005,0.020728795,0.05758867,18.10083719,0.507890148,10,FALSE,424,425,425,Male,Mandarin,4.315,-0.4237,1.2731,0.0714,0.1261,0.3057,-0.8564,-2.0772,-0.564,1.1909,0.3087,0.8835,-1.9957,-0.772,-1.1187,1.2961,-1.8794,10,0.1,0.5,95.17,0,1,124.7,12,4,4,0,0.5,1.9,3.86,0,2.5,95.17,0.1,0,0,0,0,0,0.2,0,0.1
874,1949,p388p389-part2_ch1_622.581030_623.423520_q23_T_T,do you have any pet,0.842494331,119.3118366,160.8236181,132.7538551,10.79759105,130.2571446,144.1265907,0.814814815,50.1715325,82.55287184,73.37017026,5.290851903,72.53803804,0.015932083,0.066181814,17.34829611,5.934758034,5,TRUE,388,389,389,Male,Mandarin,-0.7557,0.5951,-1.1283,-0.0829,-1.0377,0.0855,-0.6986,1.5122,1.7033,1.4051,1.469,-1.4155,1.4665,-1.1277,-0.8544,1.1149,2.6869,5,0,0.25,117.16,0,1,141.8,5,2,1.5,0,0.25,-4.9,-4.33,0,-1.9,117.16,0,0,0,0,0,0,0,0,0
875,1955,p510p511-part1_ch2_141.063719_146.073719_q3_F_F,uh can i ask if uh where your mother work at,5.01,90.84212834,564.1135926,130.9571878,32.82773245,126.5994255,285.1761919,0.448692153,18.63036973,85.14892659,70.71989804,21.50474502,61.6969966,0.01619251,0.080177686,15.86011689,2.195608782,11,FALSE,510,511,510,Male,Mandarin,0.3656,-0.0879,1.1793,-0.1179,-0.4038,0.0164,-0.3745,-0.3962,-1.4447,1.8085,0.9956,2.7597,0.3014,-1.1083,-0.4238,0.7566,-0.4593,11,0,0.55,102.61,0,1,129.6,12,4.4,4.5,0,0.55,-1.5,-0.55,0,1.7,102.61,0.090909091,0,0.090909091,0,0,0,0.181818182,0.090909091,0
876,1956,p282p283-part2_ch1_227.395350_228.619380_q22_F_F,did you ever have a cat,1.224036281,82.79293276,534.4693718,117.9263816,70.87899423,105.2703392,1153.685693,0.605042017,29.20965874,61.74810325,56.9649552,7.839429103,56.33315083,0.049948283,0.149987285,8.508987563,4.901815487,6,FALSE,282,283,283,Male,Mandarin,-0.653,-0.281,1.0097,-0.3715,0.6912,-0.3869,1.6214,0.4188,-0.3888,-1.8276,-1.461,-0.7593,-0.275,1.3947,1.7238,-1.0133,1.8178,6,0,0.3,99.23,0,1,128.7,7,2.4,2,0,0.3,-4.4,-3.44,0,0.9,99.23,0,0,0,0,0,0,0,0,0
877,1959,p272p273-part2_ch1_244.344640_252.407630_q15_T_T,k who um ended your last relationship your romantic relationship,8.062993197,93.14265466,571.5084499,225.5303354,53.08284875,216.9605591,288.371889,0.286425903,31.89916917,73.13365444,63.14157914,13.95099648,39.55288369,0.021423276,0.059251013,16.98916568,1.24023421,10,TRUE,272,273,273,Female,Mandarin,1.2901,-0.52,0.8878,0.327,-0.0266,0.2474,-0.6396,-1.5396,-0.147,-0.0982,-0.4565,0.8225,-2.2593,-0.0232,-0.409,0.4002,-1.2315,10,0.3,8.87,35.95,3,1,82.6,19,12,7,3,8.87,9.5,13.14,0,10.7,35.95,0,0,0.1,0,0,0,0.1,0,0
878,1961,p360p361-part1_ch2_899.619740_900.747900_q16_F_T,three hundred dollars,1.128163265,78.26985698,525.9739506,159.9488999,101.9502302,146.7510359,835.1584278,0.28440367,51.98709015,71.86409168,66.00486323,4.43512993,64.74873599,0.056557209,0.189049699,4.335081176,2.65918958,3,TRUE,360,361,360,Male,Mandarin,-0.6788,-0.3896,0.9611,0.4463,1.5854,0.3974,0.8894,-1.2526,1.8845,-0.2558,0.1535,-1.6359,0.6294,1.8848,2.9256,-2.0182,-0.0692,3,0.666666667,9.05,59.97,0,1,101.8,5,1.2,0.5,1,9.05,9.9,11.15,0,5.6,59.97,0,0,0,0,0,0,0,0,0.333333333
879,1964,p400p401-part2_ch1_540.917510_545.997190_q9_F_T,"[""oh what's the difference between twitter and uh s- weibo""]",5.07968254,75.71896327,510.7749211,215.6064278,41.41362909,214.6211907,368.5469477,0.517857143,33.27951472,89.33290105,73.10911359,12.2399864,67.40190787,0.012895884,0.076960102,17.49848517,1.968626961,10,TRUE,400,401,401,Female,Mandarin,0.4874,-0.9381,0.5403,0.1339,-0.3624,0.2032,-0.4554,-0.3332,-0.0093,2.4188,1.3237,0.3819,0.7336,-0.6555,0.1358,0.5228,-0.6186,10,0.272727273,7.29,69.79,1,1,106.7,15,4,5,2,7.29,5.7,7.34,0,6,69.79,0.090909091,0,0.090909091,0,0,0,0.181818182,0.090909091,0
880,1966,p436p437-part2_ch1_313.160930_315.741500_q9_T_T,um have you ever bought anything on ebay,2.580566893,96.1787781,378.927268,240.7424422,43.73491217,242.9038372,602.0156212,0.760784314,27.17219176,71.34087711,65.35512353,9.604922168,64.26854225,0.01278988,0.04670528,18.43288089,3.100094022,8,TRUE,436,437,437,Female,Mandarin,-0.185,-0.4472,-0.2142,0.6231,-0.2956,0.7379,0.0812,0.933,-0.6188,-0.3768,-0.0611,-0.2966,0.3968,-0.6634,-0.7949,0.7478,0.3334,8,0.125,0.4,88.74,0,1,120.7,10,3.2,3,0,0.4,2,4.31,0,2.9,88.74,0,0,0,0,0,0,0.125,0,0.125
881,1968,p380p381-part1_ch2_240.897340_248.587340_q10_T_T,mm mhm um do you have allergies to any foods,7.69,72.50693918,315.5699034,228.9023571,47.40363661,244.6920006,135.2454331,0.292428198,20.58181728,72.66826413,60.13693668,15.48892274,36.31802807,0.01427824,0.059483013,18.24677178,1.300390117,10,TRUE,380,381,380,Female,Mandarin,1.1897,-1.0151,-0.5767,0.3926,-0.19,0.7717,-0.9915,-1.5083,-1.2766,-0.1706,-0.9931,1.2186,-2.6069,-0.553,-0.4018,0.703,-1.1809,10,0.1,5.71,95.17,1,1,124.7,12,8,5,1,5.71,0.1,1.54,0,2.5,95.17,0,0,0,0,0.2,0.1,0.2,0,0
882,1969,p482p483-part1_ch2_199.484000_201.234000_q17_T_T,"[""uh do you know it's name""]",1.75,92.87076072,254.7299184,208.5744169,26.92741181,210.9713172,322.6358498,0.587209302,32.70032328,78.91936321,71.52163186,17.04571857,70.1138647,0.014219744,0.047392486,20.94087343,3.428571429,6,TRUE,482,483,482,Female,Mandarin,-0.4084,-0.5266,-0.9248,-0.003,-0.7793,0.1341,-0.5609,0.0283,-0.0671,0.8008,1.0402,1.6194,1.025,-0.5573,-0.7738,1.3516,0.6098,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-3.6,-3.44,0,-1.5,116.15,0,0,0,0,0,0,0.166666667,0,0
883,1970,p378p379-part2_ch1_388.962680_389.552680_q15_T_T,# mhm,0.59,348.2065625,598.6766903,496.7497164,82.03630191,497.0399502,1456.58508,0.309090909,32.19661201,49.43395401,42.8707969,4.597640032,40.96958794,0.099177297,0.253778402,6.500640004,3.389830508,2,TRUE,378,379,379,Male,Mandarin,-0.8236,6.0866,1.3771,7.001,1.0123,7.0201,2.3175,-1.1239,-0.0907,-3.741,-3.9782,-1.594,-1.9261,5.0451,4.9169,-1.4968,0.5455,1,0,0.05,36.62,0,1,85.8,2,0.4,0,0,0.05,-2.2,-28.01,0,8.4,36.62,0,0,0,0,0,0,0,0,0
884,1971,p370p371-part2_ch1_6.698390_9.168340_q1_T_T,um how is the city like,2.469954649,79.40870021,521.6896204,188.4956955,74.68018926,184.6907084,700.103723,0.50617284,36.62528362,79.98084643,71.51849903,10.68832347,68.78199863,0.019130662,0.087483707,9.19668472,2.4291944,6,TRUE,370,371,371,Female,Mandarin,-0.2147,-0.8495,0.6027,-0.3938,0.5949,-0.3627,0.3066,-0.3941,0.3246,0.9657,1.0396,-0.0176,0.8819,-0.1932,0.4596,-1.4759,-0.2311,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-4.4,-3.44,0,-1.5,116.15,0.166666667,0,0.166666667,0.166666667,0,0,0.166666667,0,0
885,1972,p270p271-part1_ch2_32.297480_32.915520_q1_T_F,mm hm,0.618049887,242.2175266,333.684624,287.3217396,24.41203727,288.5264707,448.8578144,0.810344828,23.46170721,56.98261241,49.88252621,10.66592654,44.12685997,0.018871988,0.090594477,16.42027918,3.235984737,2,FALSE,270,271,270,Female,Mandarin,-0.713,3.0565,-0.473,1.5296,-0.8517,1.6005,-0.2708,1.1914,-0.9891,-2.6078,-2.8245,-0.0234,-1.7677,-0.2124,0.5553,0.2632,0.4478,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-11.1,-19.01,0,-3.1,120.21,0,0,0,0,0,0,1,0,0
886,1973,p284p285-part1_ch2_239.096270_243.036270_q5_T_T,um have you ever stayed overnight in a hospital as a patient,3.94,80.61458758,508.3225308,180.2624058,52.81360852,187.6746801,558.4937859,0.721227621,28.99634373,64.02748588,58.50136155,7.788915433,57.79164643,0.017068737,0.077880748,15.35385083,3.045685279,12,TRUE,284,285,284,Female,Mandarin,0.1808,-0.8206,0.5262,-0.554,-0.0344,-0.3063,-0.0189,0.7268,-0.4368,-1.5132,-1.2852,-0.7643,-0.2992,-0.3461,0.1642,0.0065,0.2877,12,0.25,5.55,84.68,1,1,116.6,16,4.8,6,1,5.55,3.8,5.5,0,4.4,84.68,0.083333333,0,0,0,0.083333333,0.083333333,0.083333333,0,0
887,1974,p424p425-part1_ch2_298.431260_300.826560_q9_F_F,yes what did you wha what was the last tweet,2.395306122,79.62838247,571.5896779,189.5098483,82.9557046,209.9271707,691.5378653,0.444915254,32.52275049,82.11104842,72.81473709,14.12494755,67.7624912,0.026822987,0.096821914,12.07535518,4.174831729,10,FALSE,424,425,424,Female,Mandarin,-0.2348,-0.8443,0.8883,-0.374,0.833,0.1144,0.2869,-0.7134,-0.0848,1.2967,1.2712,0.8673,0.7723,0.3772,0.7469,-0.7829,1.2378,10,0,0.5,112.09,0,1,136.7,10,4,4,0,0.5,0.1,1.54,0,0.1,112.09,0,0,0.2,0,0,0,0,0,0
888,1979,p454p455-part1_ch2_74.211830_75.651830_q5_F_F,uh which year,1.44,89.39925567,152.7512186,134.7496007,9.3761925,136.5268671,164.2067153,0.680851064,35.18356879,68.00193166,60.15554205,6.183752675,60.08974686,0.025590608,0.066609687,14.06686951,2.083333333,3,FALSE,454,455,454,Male,Mandarin,-0.5949,-0.1226,-1.1745,-0.0441,-1.0786,0.2041,-0.6525,0.8139,0.2074,-0.8559,-0.8911,-1.1856,0.1287,-0.4115,-0.8412,0.3248,-0.5538,3,0,0.15,119.19,0,1,143.8,3,1.2,0.5,0,0.15,-2.7,-4.29,0,-2.7,119.19,0,0,0.333333333,0,0,0,0.333333333,0,0
